,StateNamePublicSchoolLatestavailableyear,SchoolNamePublicSchool201415,LocationAddress1PublicSchool201415,LocationCityPublicSchool201415,LocationZIPPublicSchool201415,SchoolTypePublicSchool201415,MagnetSchoolPublicSchool201415,CharterSchoolPublicSchool201415,TitleIEligibleSchoolPublicSchool201415,TitleISchoolStatusPublicSchool201415,LatitudePublicSchool201415,LongitudePublicSchool201415,LowestGradeOfferedPublicSchool201415,HighestGradeOfferedPublicSchool201415,Grade12offeredPublicSchool201415,Grade11offeredPublicSchool201415,Grade10offeredPublicSchool201415,Grade9offeredPublicSchool201415,TotalStudentsAllGradesExcludesAEPublicSchool201415,Grades912StudentsPublicSchool201415,StudentTeacherRatio,Biology,District,English,Math,Reduced Lunch,Free Lunch,Percent Lunch
231,North Carolina,Leesville Road High,8410 PRIDE WAY,RALEIGH,27613,1,0,0,0,6,35.890123,-78.717862,9th Grade,12th Grade,1,1,1,1,2281,2281,18.68,70.6,North Central,75.9,80.6,83.0,392.0,0.208241999123
232,North Carolina,Lenoir County Early College High,231 HWY 58 SOUTH,KINSTON,28502,1,0,0,0,6,35.221912,-77.576093,9th Grade,13th Grade,1,1,1,1,200,177,20.51,64.9,Southeast,75.8,69.1,0.0,197.0,0.985
233,North Carolina,Lexington Senior High,26 PENRY STREET,LEXINGTON,27292,1,0,0,1,4,35.832158,-80.248463,9th Grade,12th Grade,1,1,1,1,781,781,14.74,33.8,Piedmont-Triad,44.2,34.2,33.0,530.0,0.720870678617
234,North Carolina,Lincoln Charter School,7834 GALWAY LANE,DENVER,28037,1,0,1,0,6,35.485880,-80.998131,Kindergarten,12th Grade,1,1,1,1,1790,522,16.77,71.8,Southwest,86.2,75.5,129.0,186.0,0.175977653631
235,North Carolina,Lincolnton High,803 N ASPEN ST,LINCOLNTON,28092,1,0,0,1,4,35.479470,-81.260091,9th Grade,12th Grade,1,1,1,1,887,887,15.44,48.8,Southwest,55.6,37.1,89.0,474.0,0.63472378805
236,North Carolina,Longleaf School of the Arts,207 EAST HARGETT ST,RALEIGH,27601,1,0,1,0,6,35.778550,-78.635371,9th Grade,11th Grade,0,1,1,1,221,221,12.14,73.0,North Central,90.9,68.9,5.0,3.0,0.0361990950226
237,North Carolina,Louisburg High,201 ALLEN LANE,LOUISBURG,27549,1,0,0,1,4,36.111110,-78.299340,9th Grade,12th Grade,1,1,1,1,553,553,12.97,39.9,North Central,46.2,31.3,28.0,85.0,0.204339963834
238,North Carolina,Lucy Ragsdale High,1000 LUCY RAGSDALE DRIVE,JAMESTOWN,27282,1,0,0,1,4,35.994623,-79.916637,9th Grade,12th Grade,1,1,1,1,1441,1441,16.85,50.4,Piedmont-Triad,57.0,54.7,70.0,593.0,0.460097154754
239,North Carolina,Lumberton Senior High,3901 FAYETTEVILLE RD,LUMBERTON,28358,1,0,0,1,4,34.646905,-78.998779,9th Grade,12th Grade,1,1,1,1,2108,2108,15.36,38.4,Sandhills,39.0,34.2,0.0,2072.0,0.982922201139
240,North Carolina,Madison Early College High,800 BAILEY STREET,MARS HILL,28754,1,0,0,1,4,35.835640,-82.552361,9th Grade,13th Grade,1,1,1,1,213,196,25.06,91.1,Western,82.7,87.3,11.0,67.0,0.366197183099
242,North Carolina,Maiden High,600 WEST MAIN STREET,MAIDEN,28650,1,0,0,1,4,35.580720,-81.226541,9th Grade,12th Grade,1,1,1,1,877,877,16.26,57.2,Northwest,63.6,58.6,64.0,324.0,0.442417331813
243,North Carolina,Mallard Creek High,3825 JOHNSTON OEHLER RD,CHARLOTTE,28269,1,0,0,1,4,35.363720,-80.769041,9th Grade,12th Grade,1,1,1,1,2472,2472,20.05,59.2,Southwest,72.4,53.9,195.0,914.0,0.448624595469
244,North Carolina,Manteo High School,829 WINGINA AVENUE,MANTEO,27954,1,0,0,1,4,35.916730,-75.673531,9th Grade,12th Grade,1,1,1,1,466,466,12.21,50.0,Northeast,64.5,74.3,49.0,153.0,0.43347639485
245,North Carolina,Marvin Ridge High,2825 CRANE ROAD,WAXHAW,28173,1,0,0,0,6,34.973992,-80.795871,9th Grade,12th Grade,1,1,1,1,1573,1573,19.96,87.0,Southwest,92.9,92.8,3.0,33.0,0.0228862047044
246,North Carolina,Massey Hill Classical High,1062 SOUTHERN AVENUE,FAYETTEVILLE,28306,1,0,0,0,6,35.031037,-78.895077,9th Grade,12th Grade,1,1,1,1,341,341,15.99,75.6,Sandhills,74.5,73.0,27.0,66.0,0.272727272727
247,North Carolina,Mattamuskeet Early College High,20392 HWY US 264,SWAN QUARTER,27885,1,0,0,1,5,35.441381,-76.218225,6th Grade,13th Grade,1,1,1,1,231,115,10.59,13.3,Northeast,33.3,48.3,0.0,227.0,0.982683982684
248,North Carolina,Mayland Early College,264 MAYLAND DR,SPRUCE PINE,28777,1,0,0,1,4,35.932982,-82.016320,9th Grade,13th Grade,1,1,1,1,102,92,17.50,55.2,Northwest,89.5,63.9,13.0,57.0,0.686274509804
249,North Carolina,McDowell Early College,54 COLLEGE DRIVE,MARION,28752,1,0,0,1,1,35.656553,-81.960773,9th Grade,13th Grade,1,1,1,1,212,186,19.27,64.4,Northwest,86.3,87.5,18.0,56.0,0.349056603774
250,North Carolina,McDowell High,600 MCDOWELL HIGH SCHOOL DR,MARION,28752,1,0,0,1,4,35.695914,-82.034970,9th Grade,12th Grade,1,1,1,1,1680,1680,16.08,49.8,Northwest,47.0,39.6,126.0,745.0,0.518452380952
251,North Carolina,Military and Global Leadership Academy,3351 W GRIFFITH ST,CHARLOTTE,28203,1,1,0,1,5,35.202326,-80.876847,Kindergarten,12th Grade,1,1,1,1,642,166,12.75,41.7,Southwest,43.8,42.4,0.0,639.0,0.995327102804
252,North Carolina,Middle College at GTCC-GSO,3505 EAST WENDOVER AVENUE,GREENSBORO,27405,1,0,0,1,4,36.087797,-79.731589,9th Grade,13th Grade,1,1,1,1,137,121,15.01,65.7,Piedmont-Triad,76.5,93.8,8.0,61.0,0.503649635036
253,North Carolina,Middle College GTCC High Point,901 SOUTH MAIN STREET,HIGH POINT,27262,1,0,0,1,4,35.946413,-80.002784,9th Grade,13th Grade,1,1,1,1,127,122,12.54,50.0,Piedmont-Triad,61.3,50.0,12.0,59.0,0.55905511811
255,North Carolina,Middle College High at Bennett,610 GORRELL STREET,GREENSBORO,27406,1,0,0,1,4,36.066350,-79.780411,9th Grade,12th Grade,1,1,1,1,115,115,11.15,70.8,Piedmont-Triad,92.0,82.6,0.0,112.0,0.973913043478
256,North Carolina,Middle Creek High,123 MIDDLE CREEK PARK AVENUE,APEX,27539,1,0,0,0,6,35.667342,-78.760262,9th Grade,12th Grade,1,1,1,1,2249,2249,18.74,73.4,North Central,76.9,69.4,85.0,555.0,0.284570920409
257,North Carolina,Midway High,15274 SPIVEYS CORNER HIGHWAY,NEWTON GROVE,28366,1,0,0,1,4,35.175373,-78.478913,9th Grade,12th Grade,1,1,1,1,715,715,15.56,35.9,Sandhills,57.1,61.3,9.0,68.0,0.107692307692
258,North Carolina,Millbrook High,2201 SPRING FOREST RD,RALEIGH,27615,1,1,0,0,6,35.865800,-78.603069,9th Grade,12th Grade,1,1,1,1,2571,2571,17.73,66.5,North Central,72.7,60.2,112.0,681.0,0.308440295605
259,North Carolina,Mitchell High,416 LEDGER SCHOOL RD,BAKERSVILLE,28705,1,0,0,1,4,35.972360,-82.118481,9th Grade,12th Grade,1,1,1,1,551,551,13.03,48.6,Northwest,61.5,58.9,50.0,205.0,0.46279491833
260,North Carolina,Monroe High,1 HIGH SCHOOL DR,MONROE,28112,1,0,0,1,4,34.973920,-80.526800,9th Grade,12th Grade,1,1,1,1,1009,1009,14.40,29.0,Southwest,32.1,40.5,74.0,764.0,0.830525272547
261,North Carolina,Mooresville Senior High,659 E CENTER AVE,MOORESVILLE,28115,1,0,0,0,6,35.577956,-80.801473,9th Grade,12th Grade,1,1,1,1,1787,1787,22.76,73.5,Southwest,71.8,67.6,123.0,423.0,0.305540011192
262,North Carolina,Mount Airy High,1011 N SOUTH ST,MOUNT AIRY,27030,1,0,0,1,4,36.514304,-80.615310,9th Grade,12th Grade,1,1,1,1,534,534,13.52,58.1,Piedmont-Triad,62.1,69.9,21.0,195.0,0.404494382022
263,North Carolina,Mount Pleasant High,700 WALKER ROAD,MOUNT PLEASANT,28124,1,0,0,1,1,35.407820,-80.482360,9th Grade,12th Grade,1,1,1,1,831,831,14.89,58.6,Southwest,52.5,58.4,51.0,598.0,0.780986762936
264,North Carolina,Mount Tabor High School,342 PETREE ROAD,WINSTON SALEM,27106,1,0,0,1,1,36.126906,-80.313483,9th Grade,12th Grade,1,1,1,1,1532,1532,18.89,53.5,Piedmont-Triad,58.9,50.9,52.0,545.0,0.389686684073
265,North Carolina,Mountain Heritage High,333 MTN HERITAGE HS ROAD,BURNSVILLE,28714,1,0,0,1,4,35.907987,-82.333572,9th Grade,12th Grade,1,1,1,1,671,671,12.37,74.8,Northwest,61.8,61.0,76.0,229.0,0.454545454545
266,North Carolina,Murphy High,234 HIGH SCHOOL CIRCLE,MURPHY,28906,1,0,0,1,4,35.100517,-84.016370,9th Grade,12th Grade,1,1,1,1,449,449,14.70,32.7,Western,63.6,41.3,52.0,200.0,0.561247216036
267,North Carolina,Myers Park High,2400 COLONY RD,CHARLOTTE,28209,1,0,0,0,6,35.170784,-80.833367,9th Grade,12th Grade,1,1,1,1,2762,2762,19.05,74.3,Southwest,79.3,80.5,51.0,798.0,0.307385952209
268,North Carolina,Nantahala School,213 WINDINGSTAIRS RD,TOPTON,28781,1,0,0,1,5,35.253472,-83.634187,Kindergarten,12th Grade,1,1,1,1,96,30,7.17,50.0,Western,75.0,33.3,20.0,54.0,0.770833333333
269,North Carolina,Nash Central High,4279 NASH CENTRAL HIGH ROAD,ROCKY MOUNT,27804,1,0,0,1,4,35.955821,-77.898118,9th Grade,12th Grade,1,1,1,1,1039,1039,17.97,17.0,North Central,36.3,31.4,87.0,535.0,0.598652550529
270,North Carolina,Needham Broughton High,723 SAINT MARY'S ST,RALEIGH,27605,1,1,0,1,1,35.790330,-78.652312,9th Grade,12th Grade,1,1,1,1,2112,2112,16.65,53.9,North Central,69.4,55.8,79.0,682.0,0.360321969697
271,North Carolina,Neuse Charter School,909 BOOKER DAIRY RD,SMITHFIELD,27577,1,0,1,1,2,35.530712,-78.320942,Kindergarten,12th Grade,1,1,1,1,764,162,13.82,63.3,North Central,75.0,40.0,195.0,0.0,0.255235602094
272,North Carolina,New Bern High,4200 ACADEMIC DRIVE,NEW BERN,28562,1,0,0,1,4,35.100523,-77.115501,9th Grade,12th Grade,1,1,1,1,1697,1697,16.97,52.2,Southeast,57.0,50.6,105.0,671.0,0.457277548615
273,North Carolina,New Hanover High,1307 MARKET ST,WILMINGTON,28401,1,0,0,1,4,34.237374,-77.932373,9th Grade,12th Grade,1,1,1,1,1695,1691,16.15,52.0,Southeast,62.2,48.7,105.0,790.0,0.52802359882
274,North Carolina,Newton-Conover High,338 W 15TH STREET,NEWTON,28658,1,0,0,1,4,35.678480,-81.225066,9th Grade,12th Grade,1,1,1,1,811,811,15.06,48.9,Northwest,54.6,36.9,78.0,385.0,0.570900123305
275,North Carolina,North Brunswick High,114 SCORPION DRIVE,LELAND,28451,1,0,0,1,4,34.240530,-78.024524,9th Grade,12th Grade,1,1,1,1,1048,1048,15.63,54.4,Southeast,49.4,30.2,86.0,464.0,0.524809160305
276,North Carolina,North Buncombe High,890 CLARKS CHAPEL ROAD,WEAVERVILLE,28787,1,0,0,1,1,35.739711,-82.557604,9th Grade,12th Grade,1,1,1,1,1115,1115,17.64,64.5,Western,65.7,57.2,92.0,349.0,0.395515695067
277,North Carolina,North Davidson High,7227 OLD US HWY 52,LEXINGTON,27295,1,0,0,0,6,35.924514,-80.248503,9th Grade,12th Grade,1,1,1,1,1523,1523,17.34,69.3,Piedmont-Triad,69.7,69.5,75.0,360.0,0.285620485883
278,North Carolina,North Duplin Jr Sr High,1388 WEST NC 403 HIGHWAY,MT. OLIVE,28365,1,0,0,1,4,35.134496,-78.085798,7th Grade,12th Grade,1,1,1,1,528,339,17.03,53.7,Southeast,58.9,38.3,49.0,230.0,0.528409090909
279,North Carolina,North East Carolina Prep,274 HUSKY TRAIL,TARBORO,27886,1,0,1,1,5,35.891794,-77.580570,Kindergarten,10th Grade,0,0,1,1,1306,201,15.46,25.5,North Central,47.7,26.7,104.0,610.0,0.546707503828
280,North Carolina,North Edgecombe High,7589 NC 33-NW,TARBORO,27886,1,0,0,1,5,35.989362,-77.581588,9th Grade,12th Grade,1,1,1,1,244,244,10.40,24.5,North Central,25.4,16.7,0.0,241.0,0.987704918033
281,North Carolina,North Forsyth High,5705 SHATTALON DRIVE,WINSTON SALEM,27105,1,0,0,1,5,36.174711,-80.282343,9th Grade,12th Grade,1,1,1,1,1244,1244,15.57,25.9,Piedmont-Triad,39.4,31.1,84.0,789.0,0.701768488746
282,North Carolina,North Gaston High,1133 RATCHFORD ROAD,DALLAS,28034,1,0,0,1,4,35.334439,-81.177503,9th Grade,12th Grade,1,1,1,1,1095,1095,18.00,53.9,Southwest,47.9,32.4,87.0,510.0,0.545205479452
283,North Carolina,North Henderson High,35 FRUITLAND ROAD,HENDERSONVILLE,28792,1,0,0,1,4,35.360987,-82.422323,9th Grade,12th Grade,1,1,1,1,1089,1089,16.08,59.6,Western,66.5,44.9,81.0,482.0,0.516988062443
284,North Carolina,North Iredell High,156 RAIDER ROAD,OLIN,28660,1,0,0,1,4,35.930000,-80.869350,9th Grade,12th Grade,1,1,1,1,1176,1176,17.99,50.7,Southwest,45.6,46.3,103.0,358.0,0.392006802721
285,North Carolina,North Johnston High,5915 US HWY 301 N,KENLY,27542,1,0,0,1,4,35.570990,-78.184379,9th Grade,12th Grade,1,1,1,1,751,751,13.89,52.4,North Central,56.5,45.1,57.0,293.0,0.466045272969
286,North Carolina,North Lenoir High,2400 INSTITUTE ROAD,LA GRANGE,28551,1,0,0,0,6,35.341711,-77.679325,9th Grade,12th Grade,1,1,1,1,933,933,16.09,19.2,Southeast,45.7,22.6,0.0,925.0,0.99142550911
287,North Carolina,North Lincoln High,2737 LEE LAWING ROAD,LINCOLNTON,28092,1,0,0,0,6,35.533586,-81.119675,9th Grade,12th Grade,1,1,1,1,974,974,17.49,71.3,Southwest,72.8,71.7,61.0,219.0,0.287474332649
288,North Carolina,North Mecklenburg High,11201 OLD STATESVILLE RD,HUNTERSVILLE,28078,1,0,0,1,4,35.372678,-80.834877,9th Grade,12th Grade,1,1,1,1,1881,1881,18.46,48.0,Southwest,56.0,43.9,119.0,963.0,0.575225943647
289,North Carolina,North Moore High,1504 NORTH MOORE RD,ROBBINS,27325,1,0,0,1,4,35.467590,-79.553741,9th Grade,12th Grade,1,1,1,1,640,640,17.17,42.8,Sandhills,55.7,58.1,37.0,275.0,0.4875
290,North Carolina,North Pitt High,5659 NC 11 NORTH,BETHEL,27812,1,0,0,1,4,35.747502,-77.363120,9th Grade,12th Grade,1,1,1,1,917,917,16.00,27.6,Northeast,31.3,58.7,30.0,554.0,0.636859323882
291,North Carolina,North Rowan High,300 NORTH WHITEHEAD AVE,SPENCER,28159,1,0,0,1,4,35.697467,-80.429741,9th Grade,12th Grade,1,1,1,1,698,698,14.10,14.2,Southwest,30.0,22.7,75.0,402.0,0.683381088825
292,North Carolina,North Stanly High,40206 US HWY 52 N,NEW LONDON,28127,1,0,0,1,4,35.427101,-80.212112,9th Grade,12th Grade,1,1,1,1,593,593,13.52,42.3,Southwest,54.9,45.6,60.0,204.0,0.445193929174
293,North Carolina,North Stokes High,1350 N STOKES SCH RD,DANBURY,27016,1,0,0,1,4,36.464788,-80.280069,9th Grade,12th Grade,1,1,1,1,432,432,12.56,56.3,Piedmont-Triad,57.7,45.7,36.0,163.0,0.460648148148
294,North Carolina,North Surry High,2440 W PINE STREET,MOUNT AIRY,27030,1,0,0,1,4,36.505243,-80.673278,9th Grade,12th Grade,1,1,1,1,910,910,16.28,52.4,Piedmont-Triad,57.3,38.6,91.0,407.0,0.547252747253
295,North Carolina,North Wilkes High,2986 TRAPHILL RD,HAYS,28635,1,0,0,1,1,36.282614,-81.098724,9th Grade,12th Grade,1,1,1,1,736,736,16.36,62.5,Northwest,48.0,42.2,0.0,723.0,0.982336956522
296,North Carolina,Northampton County High School,750 NCHS ROAD,CONWAY,27820,1,0,0,1,5,36.427675,-77.316466,9th Grade,12th Grade,1,1,1,1,524,524,13.24,24.4,Northeast,29.2,19.4,0.0,516.0,0.984732824427
297,North Carolina,Northeast Guilford High,6700 MCLEANSVILLE ROAD,MCLEANSVILLE,27301,1,0,0,1,4,36.158570,-79.673037,9th Grade,12th Grade,1,1,1,1,1047,1047,15.62,25.9,Piedmont-Triad,44.8,32.7,98.0,602.0,0.668576886342
298,North Carolina,Northeast Regional School - Biotech/Agri,1215 SAINT ANDREWS STREET,JAMESVILLE,27846,3,0,1,0,6,35.810041,-76.897289,9th Grade,11th Grade,0,1,1,1,165,165,15.67,70.5,Northeast,75.8,67.2,13.0,53.0,0.4
299,North Carolina,Northeastern High,963 OAK STUMP RD,ELIZABETH CITY,27909,1,0,0,1,4,36.288058,-76.252967,9th Grade,12th Grade,1,1,1,1,849,849,14.84,36.1,Northeast,57.0,34.0,85.0,388.0,0.557126030624
300,North Carolina,Northern Guilford High,7101 SPENCER DIXON ROAD,GREENSBORO,27455,1,0,0,0,6,36.208981,-79.807032,9th Grade,12th Grade,1,1,1,1,1367,1367,19.55,73.4,Piedmont-Triad,71.9,77.6,37.0,196.0,0.170446232626
301,North Carolina,Northern High,117 TOM WILKINSON ROAD,DURHAM,27712,1,0,0,1,4,36.094068,-78.912479,9th Grade,12th Grade,1,1,1,1,1448,1448,17.26,32.3,North Central,41.5,35.7,25.0,153.0,0.122928176796
302,North Carolina,Northern Nash High,4230 GREEN HILLS ROAD,ROCKY MOUNT,27804,1,0,0,1,4,35.998742,-77.891468,9th Grade,12th Grade,1,1,1,1,1119,1119,18.37,28.2,North Central,47.1,35.3,106.0,442.0,0.489722966935
303,North Carolina,Northern Vance High,293 WARRENTON ROAD,HENDERSON,27537,1,0,0,1,4,36.349890,-78.378540,9th Grade,12th Grade,1,1,1,1,925,925,15.16,22.4,North Central,32.0,22.8,0.0,922.0,0.996756756757
306,North Carolina,Northwest Cabarrus High,5130 NW CABARRUS DRIVE,CONCORD,28027,1,0,0,1,4,35.453406,-80.665407,9th Grade,12th Grade,1,1,1,1,1198,1198,16.47,57.3,Southwest,62.2,50.6,78.0,451.0,0.441569282137
307,North Carolina,Northwest Guilford High,5240 NORTHWEST SCHOOL ROAD,GREENSBORO,27409,1,0,0,0,6,36.154647,-79.953124,9th Grade,12th Grade,1,1,1,1,1983,1983,20.35,72.8,Piedmont-Triad,79.6,74.9,42.0,217.0,0.130610186586
308,North Carolina,Northwest Halifax High,8492 HWY 48,LITTLETON,27850,1,0,0,1,5,36.386845,-77.789656,9th Grade,12th Grade,1,1,1,1,468,468,13.03,21.5,Northeast,30.3,29.7,0.0,456.0,0.974358974359
309,North Carolina,Northwest School of the Arts,1415 BEATTIES FORD RD,CHARLOTTE,28216,1,1,0,1,4,35.257129,-80.856677,6th Grade,12th Grade,1,1,1,1,1019,568,17.27,82.3,Southwest,92.8,81.1,61.0,364.0,0.417075564279
310,North Carolina,Northwood High,310 NORTHWOOD HIGH SCHOOL ROAD,PITTSBORO,27312,1,0,0,0,6,35.756814,-79.173374,9th Grade,12th Grade,1,1,1,1,1284,1284,17.02,70.8,North Central,68.9,60.8,42.0,105.0,0.114485981308
311,North Carolina,NRM Early College High School,530 NORTH OLD CARRIAGE ROAD,ROCKY MOUNT,27804,1,0,0,1,4,35.977713,-77.898834,9th Grade,13th Grade,1,1,1,1,251,213,24.49,71.1,North Central,87.8,71.9,20.0,93.0,0.450199203187
312,North Carolina,Ocracoke School,120 SCHOOLHOUSE RD,OCRACOKE,27960,1,0,0,1,5,35.112153,-75.978434,Prekindergarten,12th Grade,1,1,1,1,160,39,8.00,70.6,Northeast,85.0,77.8,0.0,0.0,0.0
313,North Carolina,Olympic High - Biotech Health Pub Admin,4301 SANDY PORTER RD SUITE E,CHARLOTTE,28273,1,0,0,1,4,35.158257,-80.952964,9th Grade,12th Grade,1,1,1,1,521,521,19.67,51.8,Southwest,59.6,50.0,51.0,251.0,0.579654510557
314,North Carolina,Olympic TEAM High School,4301 SANDY PORTER RD SUITE A,CHARLOTTE,28273,1,0,0,1,4,35.158257,-80.952964,9th Grade,12th Grade,1,1,1,1,150,150,12.00,82.1,Southwest,66.7,49.0,18.0,73.0,0.606666666667
315,North Carolina,Olympic High - Renaissance School,4301 SANDY PORTER RD SUITE D,CHARLOTTE,28273,1,0,0,1,4,35.157860,-80.952408,9th Grade,12th Grade,1,1,1,1,548,548,18.93,58.7,Southwest,69.2,39.4,44.0,215.0,0.472627737226
316,North Carolina,Olympic High-Leadership and Development,4301 SANDY PORTER RD SUITE C,CHARLOTTE,28273,1,0,0,1,4,35.158257,-80.952964,9th Grade,12th Grade,1,1,1,1,608,608,18.22,34.0,Southwest,39.0,26.9,66.0,305.0,0.610197368421
317,North Carolina,Olympic High-Math Eng Tech Science,4301 SANDY PORTER RD SUITE B,CHARLOTTE,28273,1,0,0,1,1,35.158257,-80.952964,9th Grade,12th Grade,1,1,1,1,607,607,21.48,72.4,Southwest,77.2,62.6,40.0,177.0,0.357495881384
318,North Carolina,Orange High,500 ORANGE HIGH RD,HILLSBOROUGH,27278,1,0,0,0,6,36.092870,-79.094704,9th Grade,12th Grade,1,1,1,1,1305,1305,16.42,52.4,North Central,56.6,53.0,131.0,1273.0,1.07586206897
319,North Carolina,Overhills High,2495 RAY ROAD,SPRING LAKE,28390,1,0,0,1,4,35.245390,-78.970331,9th Grade,12th Grade,1,1,1,1,1840,1840,20.55,31.3,North Central,53.6,32.8,204.0,643.0,0.460326086957
320,North Carolina,Owen High,99 LAKE EDEN ROAD,BLACK MOUNTAIN,28711,1,0,0,1,4,35.618887,-82.373743,9th Grade,12th Grade,1,1,1,1,779,779,14.83,56.9,Western,64.9,42.6,74.0,304.0,0.485237483954
321,North Carolina,PACE Academy,308 NC 54,CARRBORO,27510,1,0,1,1,5,35.908430,-79.089971,9th Grade,12th Grade,1,1,1,1,111,111,11.10,11.4,North Central,31.0,5.0,3.0,20.0,0.207207207207
322,North Carolina,Page High,201 ALMA PINNIX DRIVE,GREENSBORO,27405,1,0,0,1,4,36.109396,-79.785070,9th Grade,12th Grade,1,1,1,1,2067,2067,20.90,59.7,Piedmont-Triad,60.0,51.6,91.0,875.0,0.467343976778
323,North Carolina,Paisley IB Magnet School,1400 GRANT AVENUE,WINSTON SALEM,27105,1,1,0,1,5,36.113253,-80.260151,6th Grade,10th Grade,0,0,1,1,770,94,15.02,90.0,Piedmont-Triad,95.0,80.0,33.0,411.0,0.576623376623
324,North Carolina,Pamlico County High,601 MAIN STREET,BAYBORO,28515,1,0,0,1,4,35.142568,-76.779219,9th Grade,12th Grade,1,1,1,1,475,475,11.54,54.0,Southeast,52.5,56.3,0.0,472.0,0.993684210526
325,North Carolina,Panther Creek High,6770 MCCRIMMON PARKWAY,CARY,27519,1,0,0,0,6,35.830904,-78.889120,9th Grade,12th Grade,1,1,1,1,2893,2893,20.59,83.2,North Central,84.3,77.9,88.0,253.0,0.117870722433
326,North Carolina,Parkland High,1600 BREWER ROAD,WINSTON SALEM,27127,1,0,0,1,5,36.057008,-80.257067,9th Grade,12th Grade,1,1,1,1,1359,1359,16.04,20.5,Piedmont-Triad,32.5,25.4,79.0,913.0,0.729948491538
327,North Carolina,Parkwood High,3220 PARKWOOD SCHOOL RD,MONROE,28112,1,0,0,1,4,34.902136,-80.631876,9th Grade,12th Grade,1,1,1,1,1006,1006,17.50,46.6,Southwest,65.4,52.0,80.0,297.0,0.374751491054
328,North Carolina,Pasquotank County High,1064 NORTHSIDE ROAD,ELIZABETH CITY,27909,1,0,0,1,4,36.364359,-76.275388,9th Grade,12th Grade,1,1,1,1,773,773,15.82,32.0,Northeast,53.1,31.4,77.0,362.0,0.567917205692
329,North Carolina,Pender Early College High,100 EAST INDUSTRIAL DRIVE,BURGAW,28425,1,0,0,1,4,34.543740,-77.922781,8th Grade,13th Grade,1,1,1,1,226,201,18.83,87.2,Southeast,87.8,84.9,18.0,81.0,0.438053097345
330,North Carolina,Pender High,5380 NC HWY 53 W,BURGAW,28425,1,0,0,1,4,34.545859,-78.012328,9th Grade,12th Grade,1,1,1,1,642,610,16.17,37.5,Southeast,49.3,43.8,50.0,388.0,0.682242990654
331,North Carolina,Penn-Griffin Schools,825 WASHINGTON STREET,HIGH POINT,27260,1,1,0,1,4,35.963725,-79.996448,6th Grade,12th Grade,1,1,1,1,697,175,13.95,88.4,Piedmont-Triad,95.0,91.8,44.0,373.0,0.598278335725
334,North Carolina,Perquimans County High,305 EDENTON ROAD ST,HERTFORD,27944,1,0,0,1,4,36.184421,-76.474364,9th Grade,12th Grade,1,1,1,1,521,521,13.40,45.2,Northeast,46.3,41.6,54.0,229.0,0.543186180422
335,North Carolina,Person High,1010 RIDGE RD,ROXBORO,27573,1,0,0,1,4,36.411139,-78.981009,9th Grade,12th Grade,1,1,1,1,1351,1351,15.96,44.5,North Central,55.2,40.7,89.0,623.0,0.527017024426
336,North Carolina,Philip J Weaver Ed Center,300 SOUTH SPRING STREET,GREENSBORO,27401,1,0,0,0,6,36.070205,-79.798371,9th Grade,12th Grade,1,1,1,1,268,268,6.06,89.4,Piedmont-Triad,90.8,83.3,7.0,30.0,0.138059701493
337,North Carolina,Phillip O Berry Academy of Technology,1430 ALLEGHANY ST,CHARLOTTE,28208,1,1,0,1,4,35.239231,-80.891683,9th Grade,12th Grade,1,1,1,1,1714,1714,19.22,63.9,Southwest,76.9,72.8,164.0,973.0,0.663360560093
338,North Carolina,Piedmont Community Charter School,2970 SOUTH NEW HOPE RD,GASTONIA,28056,1,0,1,1,2,35.236580,-81.115131,Kindergarten,12th Grade,1,1,1,1,1225,303,16.64,65.8,Southwest,74.0,61.5,0.0,110.0,0.0897959183673
339,North Carolina,Piedmont High,3006 SIKES MILL ROAD,MONROE,28110,1,0,0,0,6,35.095526,-80.491614,9th Grade,12th Grade,1,1,1,1,1244,1244,18.88,79.7,Southwest,79.7,78.0,48.0,234.0,0.226688102894
340,North Carolina,Pine Forest High,525 ANDREWS ROAD,FAYETTEVILLE,28311,1,0,0,1,4,35.154703,-78.886659,9th Grade,12th Grade,1,1,1,1,1589,1589,17.12,46.0,Sandhills,59.1,48.9,137.0,736.0,0.549402139711
341,North Carolina,Pine Lake Preparatory,104 YELLOW WOOD CIRCLE,MOORESVILLE,28115,1,0,1,0,6,35.535410,-80.846326,Kindergarten,12th Grade,1,1,1,1,1678,513,16.57,80.1,Southwest,87.0,82.2,0.0,0.0,0.0
342,North Carolina,Pinecrest High,250 VOIT GILMORE LANE,SOUTHERN PINES,28387,1,0,0,0,6,35.184846,-79.434589,9th Grade,12th Grade,1,1,1,1,2149,2149,20.17,57.4,Sandhills,66.1,55.4,97.0,610.0,0.328990228013
343,North Carolina,Pisgah High,1 BLACK BEAR DRIVE,CANTON,28716,1,0,0,1,4,35.521533,-82.841645,9th Grade,12th Grade,1,1,1,1,1013,1013,15.07,53.8,Western,66.4,55.8,64.0,389.0,0.447186574531
344,North Carolina,Plymouth High,800 E MAIN ST,PLYMOUTH,27962,1,0,0,1,5,35.870311,-76.738687,9th Grade,12th Grade,1,1,1,1,359,359,13.30,20.6,Northeast,28.4,28.9,34.0,132.0,0.462395543175
