,State Name [Public School] Latest available year,School Name [Public School] 2014-15,Location Address 1 [Public School] 2014-15,Location City [Public School] 2014-15,Location ZIP [Public School] 2014-15,Location ZIP4 [Public School] 2014-15,School Type [Public School] 2014-15,Magnet School [Public School] 2014-15,Charter School [Public School] 2014-15,Title I Eligible School [Public School] 2014-15,Title I School Status [Public School] 2014-15,Latitude [Public School] 2014-15,Longitude [Public School] 2014-15,Lowest Grade Offered [Public School] 2014-15,Highest Grade Offered [Public School] 2014-15,Grade 12 offered [Public School] 2014-15,Grade 11 offered [Public School] 2014-15,Grade 10 offered [Public School] 2014-15,Grade 9 offered [Public School] 2014-15,Total Students All Grades (Excludes AE) [Public School] 2014-15,Grades 9-12 Students [Public School] 2014-15,Biology,English,Math
216,North Carolina,Ledford Senior High,140 JESSE GREEN ROAD,THOMASVILLE,27360,9250,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.962253,-80.134033,9th Grade,12th Grade,1,1,1,1,1255,1255,70.8,64.1,66.9
217,North Carolina,Lee County High,1708 NASH STREET,SANFORD,27330,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.467494,-79.148203,9th Grade,12th Grade,1,1,1,1,1493,1493,42.7,37.6,29.5
218,North Carolina,Lee Early College,1105 KELLY DRIVE,SANFORD,27330,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.471218,-79.143900,9th Grade,13th Grade,1,1,1,1,288,253,95.0,95.0,95.0
219,North Carolina,Leesville Road High,8410 PRIDE WAY,RALEIGH,27613,1004,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.890123,-78.717862,9th Grade,12th Grade,1,1,1,1,2281,2281,72.7,80.1,75.0
220,North Carolina,Lenoir County Early College High,231 HWY 58 SOUTH,KINSTON,28502,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.221912,-77.576093,9th Grade,13th Grade,1,1,1,1,200,177,62.5,71.7,70.2
221,North Carolina,Lexington Senior High,26 PENRY STREET,LEXINGTON,27292,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.832158,-80.248463,9th Grade,12th Grade,1,1,1,1,781,781,39.4,46.3,41.8
222,North Carolina,Lincoln Charter School,7834 GALWAY LANE,DENVER,28037,999999,1-Regular school,0,1,0,6-Not eligible for either TAS or SWP,35.485880,-80.998131,Kindergarten,12th Grade,1,1,1,1,1790,522,71.7,84.1,77.8
223,North Carolina,Lincolnton High,803 N ASPEN ST,LINCOLNTON,28092,2142,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.479470,-81.260091,9th Grade,12th Grade,1,1,1,1,887,887,52.3,58.2,53.1
224,North Carolina,Longleaf School of the Arts,207 EAST HARGETT ST,RALEIGH,27601,999999,1-Regular school,0,1,0,6-Not eligible for either TAS or SWP,35.778550,-78.635371,9th Grade,11th Grade,0,1,1,1,221,221,64.2,79.3,58.3
225,North Carolina,Louisburg High,201 ALLEN LANE,LOUISBURG,27549,2197,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.111110,-78.299340,9th Grade,12th Grade,1,1,1,1,553,553,30.9,54.4,56.3
226,North Carolina,Lucy Ragsdale High,1000 LUCY RAGSDALE DRIVE,JAMESTOWN,27282,9606,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.994623,-79.916637,9th Grade,12th Grade,1,1,1,1,1441,1441,52.3,57.1,50.5
227,North Carolina,Lumberton Senior High,3901 FAYETTEVILLE RD,LUMBERTON,28358,2642,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.646905,-78.998779,9th Grade,12th Grade,1,1,1,1,2108,2108,31.4,39.0,29.0
228,North Carolina,Macon Early College High School,77 SILER FARM ROAD,FRANKLIN,28734,1036,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.158260,-83.383481,9th Grade,13th Grade,1,1,1,1,183,153,65.2,71.0,63.2
229,North Carolina,Madison Early College High,800 BAILEY STREET,MARS HILL,28754,"=""0999""",1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.835640,-82.552361,9th Grade,13th Grade,1,1,1,1,213,196,90.5,87.9,81.1
230,North Carolina,Madison High,5740 US HWY 25-70,MARSHALL,28753,9107,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.815182,-82.673437,9th Grade,12th Grade,1,1,1,1,645,645,63.9,54.5,41.3
231,North Carolina,Maiden High,600 WEST MAIN STREET,MAIDEN,28650,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.580720,-81.226541,9th Grade,12th Grade,1,1,1,1,877,877,60.4,58.5,50.2
232,North Carolina,Mallard Creek High,3825 JOHNSTON OEHLER RD,CHARLOTTE,28269,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.363720,-80.769041,9th Grade,12th Grade,1,1,1,1,2472,2472,51.1,64.8,60.7
233,North Carolina,Manteo High School,829 WINGINA AVENUE,MANTEO,27954,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.916730,-75.673531,9th Grade,12th Grade,1,1,1,1,466,466,81.1,82.2,76.9
234,North Carolina,Marvin Ridge High,2825 CRANE ROAD,WAXHAW,28173,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,34.973992,-80.795871,9th Grade,12th Grade,1,1,1,1,1573,1573,90.3,94.5,95.0
235,North Carolina,Massey Hill Classical High,1062 SOUTHERN AVENUE,FAYETTEVILLE,28306,1799,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.031037,-78.895077,9th Grade,12th Grade,1,1,1,1,341,341,72.8,79.5,65.3
236,North Carolina,Mattamuskeet Early College High,20392 HWY US 264,SWAN QUARTER,27885,999999,1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,35.441381,-76.218225,6th Grade,13th Grade,1,1,1,1,231,115,68.2,83.3,48.0
237,North Carolina,Mayland Early College,264 MAYLAND DR,SPRUCE PINE,28777,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.932982,-82.016320,9th Grade,13th Grade,1,1,1,1,102,92,65.0,89.5,78.1
238,North Carolina,McDowell High,600 MCDOWELL HIGH SCHOOL DR,MARION,28752,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.695914,-82.034970,9th Grade,12th Grade,1,1,1,1,1680,1680,62.4,54.0,60.2
239,North Carolina,Military and Global Leadership Academy,3351 W GRIFFITH ST,CHARLOTTE,28203,999999,1-Regular school,1,0,1,5-Eligible for Title I SWP provides SWP program,35.202326,-80.876847,Kindergarten,12th Grade,1,1,1,1,642,166,45.7,65.7,46.0
240,North Carolina,Middle College at GTCC-GSO,3505 EAST WENDOVER AVENUE,GREENSBORO,27405,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.087797,-79.731589,9th Grade,13th Grade,1,1,1,1,137,121,95.0,89.7,95.0
241,North Carolina,Middle College GTCC High Point,901 SOUTH MAIN STREET,HIGH POINT,27262,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.946413,-80.002784,9th Grade,13th Grade,1,1,1,1,127,122,65.5,78.6,87.5
242,North Carolina,Middle College High @ NC A&T,1601 EAST MARKET STREET,GREENSBORO,27411,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.076734,-79.770181,9th Grade,12th Grade,1,1,1,1,106,106,56.7,56.7,81.3
243,North Carolina,Middle College High at Bennett,610 GORRELL STREET,GREENSBORO,27406,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.066350,-79.780411,9th Grade,12th Grade,1,1,1,1,115,115,85.7,85.2,84.4
244,North Carolina,Middle Creek High,123 MIDDLE CREEK PARK AVENUE,APEX,27539,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.667342,-78.760262,9th Grade,12th Grade,1,1,1,1,2249,2249,72.0,71.8,63.7
245,North Carolina,Midway High,15274 SPIVEYS CORNER HIGHWAY,NEWTON GROVE,28366,6120,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.175373,-78.478913,9th Grade,12th Grade,1,1,1,1,715,715,56.3,63.5,77.9
246,North Carolina,Millbrook High,2201 SPRING FOREST RD,RALEIGH,27615,7536,1-Regular school,1,0,0,6-Not eligible for either TAS or SWP,35.865800,-78.603069,9th Grade,12th Grade,1,1,1,1,2571,2571,55.1,70.0,58.3
247,North Carolina,Millennium Charter Academy,500 OLD SPRINGS RD,MOUNT AIRY,27030,999999,1-Regular school,0,1,0,6-Not eligible for either TAS or SWP,36.516519,-80.597495,Kindergarten,9th Grade,0,0,0,1,621,40,95.0,71.4,84.6
248,North Carolina,Mitchell High,416 LEDGER SCHOOL RD,BAKERSVILLE,28705,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.972360,-82.118481,9th Grade,12th Grade,1,1,1,1,551,551,63.6,60.2,58.4
249,North Carolina,Monroe High,1 HIGH SCHOOL DR,MONROE,28112,5158,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.973920,-80.526800,9th Grade,12th Grade,1,1,1,1,1009,1009,23.8,41.3,37.0
250,North Carolina,Mount Airy High,1011 N SOUTH ST,MOUNT AIRY,27030,2851,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.514304,-80.615310,9th Grade,12th Grade,1,1,1,1,534,534,63.8,67.7,70.9
251,North Carolina,Mount Pleasant High,700 WALKER ROAD,MOUNT PLEASANT,28124,9596,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,35.407820,-80.482360,9th Grade,12th Grade,1,1,1,1,831,831,58.3,64.6,64.3
252,North Carolina,Mount Tabor High School,342 PETREE ROAD,WINSTON SALEM,27106,4400,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,36.126906,-80.313483,9th Grade,12th Grade,1,1,1,1,1532,1532,55.2,55.0,51.9
253,North Carolina,Mountain Heritage High,333 MTN HERITAGE HS ROAD,BURNSVILLE,28714,"=""0070""",1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.907987,-82.333572,9th Grade,12th Grade,1,1,1,1,671,671,70.2,62.2,63.0
254,North Carolina,Murphy High,234 HIGH SCHOOL CIRCLE,MURPHY,28906,2516,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.100517,-84.016370,9th Grade,12th Grade,1,1,1,1,449,449,33.3,55.2,30.0
255,North Carolina,Myers Park High,2400 COLONY RD,CHARLOTTE,28209,1743,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.170784,-80.833367,9th Grade,12th Grade,1,1,1,1,2762,2762,71.3,78.3,77.3
256,North Carolina,Nash Central High,4279 NASH CENTRAL HIGH ROAD,ROCKY MOUNT,27804,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.955821,-77.898118,9th Grade,12th Grade,1,1,1,1,1039,1039,33.5,36.0,39.7
257,North Carolina,Needham Broughton High,723 SAINT MARY'S ST,RALEIGH,27605,1424,1-Regular school,1,0,1,1-Eligible for Title I TAS provides no program,35.790330,-78.652312,9th Grade,12th Grade,1,1,1,1,2112,2112,56.9,66.7,49.7
258,North Carolina,Neuse Charter School,909 BOOKER DAIRY RD,SMITHFIELD,27577,999999,1-Regular school,0,1,1,2-Eligible for Title I TAS provides TAS program,35.530712,-78.320942,Kindergarten,12th Grade,1,1,1,1,764,162,74.3,78.2,64.8
259,North Carolina,New Bern High,4200 ACADEMIC DRIVE,NEW BERN,28562,9692,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.100523,-77.115501,9th Grade,12th Grade,1,1,1,1,1697,1697,50.5,61.7,53.1
260,North Carolina,New Hanover High,1307 MARKET ST,WILMINGTON,28401,4331,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.237374,-77.932373,9th Grade,12th Grade,1,1,1,1,1695,1691,52.0,56.0,43.8
261,North Carolina,Newton-Conover High,338 W 15TH STREET,NEWTON,28658,2906,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.678480,-81.225066,9th Grade,12th Grade,1,1,1,1,811,811,41.7,49.8,58.3
262,North Carolina,North Brunswick High,114 SCORPION DRIVE,LELAND,28451,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.240530,-78.024524,9th Grade,12th Grade,1,1,1,1,1048,1048,65.9,61.0,54.8
263,North Carolina,North Buncombe High,890 CLARKS CHAPEL ROAD,WEAVERVILLE,28787,9343,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,35.739711,-82.557604,9th Grade,12th Grade,1,1,1,1,1115,1115,67.4,64.5,76.7
264,North Carolina,North Davidson High,7227 OLD US HWY 52,LEXINGTON,27295,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.924514,-80.248503,9th Grade,12th Grade,1,1,1,1,1523,1523,78.4,70.3,56.2
265,North Carolina,North Duplin Jr Sr High,1388 WEST NC 403 HIGHWAY,MT. OLIVE,28365,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.134496,-78.085798,7th Grade,12th Grade,1,1,1,1,528,339,66.7,63.1,51.0
266,North Carolina,North East Carolina Prep,274 HUSKY TRAIL,TARBORO,27886,999999,1-Regular school,0,1,1,5-Eligible for Title I SWP provides SWP program,35.891794,-77.580570,Kindergarten,10th Grade,0,0,1,1,1306,201,44.6,34.4,51.1
267,North Carolina,North Edgecombe High,7589 NC 33-NW,TARBORO,27886,999999,1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,35.989362,-77.581588,9th Grade,12th Grade,1,1,1,1,244,244,30.6,24.3,25.0
268,North Carolina,North Forsyth High,5705 SHATTALON DRIVE,WINSTON SALEM,27105,1332,1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,36.174711,-80.282343,9th Grade,12th Grade,1,1,1,1,1244,1244,37.5,35.8,30.1
269,North Carolina,North Gaston High,1133 RATCHFORD ROAD,DALLAS,28034,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.334439,-81.177503,9th Grade,12th Grade,1,1,1,1,1095,1095,67.3,43.2,46.5
270,North Carolina,North Henderson High,35 FRUITLAND ROAD,HENDERSONVILLE,28792,8509,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.360987,-82.422323,9th Grade,12th Grade,1,1,1,1,1089,1089,73.9,67.1,69.9
271,North Carolina,North Iredell High,156 RAIDER ROAD,OLIN,28660,9706,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.930000,-80.869350,9th Grade,12th Grade,1,1,1,1,1176,1176,38.3,48.8,43.6
272,North Carolina,North Johnston High,5915 US HWY 301 N,KENLY,27542,"=""0339""",1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.570990,-78.184379,9th Grade,12th Grade,1,1,1,1,751,751,54.0,44.1,50.0
273,North Carolina,North Lenoir High,2400 INSTITUTE ROAD,LA GRANGE,28551,9801,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.341711,-77.679325,9th Grade,12th Grade,1,1,1,1,933,933,39.3,43.4,29.6
274,North Carolina,North Lincoln High,2737 LEE LAWING ROAD,LINCOLNTON,28092,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.533586,-81.119675,9th Grade,12th Grade,1,1,1,1,974,974,71.3,82.0,75.9
275,North Carolina,North Mecklenburg High,11201 OLD STATESVILLE RD,HUNTERSVILLE,28078,7644,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.372678,-80.834877,9th Grade,12th Grade,1,1,1,1,1881,1881,46.2,59.5,45.2
276,North Carolina,North Moore High,1504 NORTH MOORE RD,ROBBINS,27325,"=""0009""",1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.467590,-79.553741,9th Grade,12th Grade,1,1,1,1,640,640,71.2,50.0,53.7
277,North Carolina,North Pitt High,5659 NC 11 NORTH,BETHEL,27812,9714,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.747502,-77.363120,9th Grade,12th Grade,1,1,1,1,917,917,29.6,39.7,41.6
278,North Carolina,North Rowan High,300 NORTH WHITEHEAD AVE,SPENCER,28159,2437,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.697467,-80.429741,9th Grade,12th Grade,1,1,1,1,698,698,30.8,42.4,29.5
279,North Carolina,North Stanly High,40206 US HWY 52 N,NEW LONDON,28127,8552,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.427101,-80.212112,9th Grade,12th Grade,1,1,1,1,593,593,44.0,42.0,53.5
280,North Carolina,North Stokes High,1350 N STOKES SCH RD,DANBURY,27016,9751,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.464788,-80.280069,9th Grade,12th Grade,1,1,1,1,432,432,47.4,65.2,58.2
281,North Carolina,North Surry High,2440 W PINE STREET,MOUNT AIRY,27030,8793,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.505243,-80.673278,9th Grade,12th Grade,1,1,1,1,910,910,41.7,58.4,54.9
282,North Carolina,North Wilkes High,2986 TRAPHILL RD,HAYS,28635,999999,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,36.282614,-81.098724,9th Grade,12th Grade,1,1,1,1,736,736,50.3,42.4,52.9
283,North Carolina,Northampton County High School,750 NCHS ROAD,CONWAY,27820,9802,1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,36.427675,-77.316466,9th Grade,12th Grade,1,1,1,1,524,524,15.0,12.9,15.1
284,NORTH CAROLINA,Northeast Academy of Aerospace & AdvTech,ECSU GILCHRIST EDUCATION COMPL,ELIZABETH CITY,27909,999999,1-Regular school,NaN,1,NaN,NaN,99999,99999,NaN,NaN,0,0,0,0,999999,999999,89.5,78.1,76.0
285,North Carolina,Northeast Guilford High,6700 MCLEANSVILLE ROAD,MCLEANSVILLE,27301,9798,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.158570,-79.673037,9th Grade,12th Grade,1,1,1,1,1047,1047,68.9,46.1,40.6
286,North Carolina,Northeast Regional School - Biotech/Agri,1215 SAINT ANDREWS STREET,JAMESVILLE,27846,999999,3-Vocational school,0,1,0,6-Not eligible for either TAS or SWP,35.810041,-76.897289,9th Grade,11th Grade,0,1,1,1,165,165,68.0,78.7,68.4
287,North Carolina,Northeastern High,963 OAK STUMP RD,ELIZABETH CITY,27909,7611,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.288058,-76.252967,9th Grade,12th Grade,1,1,1,1,849,849,33.5,46.5,29.9
288,North Carolina,Northern Guilford High,7101 SPENCER DIXON ROAD,GREENSBORO,27455,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,36.208981,-79.807032,9th Grade,12th Grade,1,1,1,1,1367,1367,69.6,78.5,77.4
289,North Carolina,Northern High,117 TOM WILKINSON ROAD,DURHAM,27712,1432,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.094068,-78.912479,9th Grade,12th Grade,1,1,1,1,1448,1448,44.4,47.6,32.9
290,North Carolina,Northern Nash High,4230 GREEN HILLS ROAD,ROCKY MOUNT,27804,9805,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.998742,-77.891468,9th Grade,12th Grade,1,1,1,1,1119,1119,57.9,40.6,46.3
291,North Carolina,Northern Vance High,293 WARRENTON ROAD,HENDERSON,27537,9519,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.349890,-78.378540,9th Grade,12th Grade,1,1,1,1,925,925,18.7,36.7,19.6
292,North Carolina,Northside High,7868 FREE UNION CHURCH ROAD,PINETOWN,27865,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.536258,-76.727890,9th Grade,12th Grade,1,1,1,1,472,472,68.1,59.6,77.6
293,North Carolina,Northside High,365 COMMONS DRIVE SOUTH,JACKSONVILLE,28546,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.791108,-77.388387,9th Grade,12th Grade,1,1,1,1,1109,1109,68.1,59.6,77.6
294,North Carolina,Northwest Cabarrus High,5130 NW CABARRUS DRIVE,CONCORD,28027,7624,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.453406,-80.665407,9th Grade,12th Grade,1,1,1,1,1198,1198,49.6,54.3,52.6
295,North Carolina,Northwest Guilford High,5240 NORTHWEST SCHOOL ROAD,GREENSBORO,27409,9798,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,36.154647,-79.953124,9th Grade,12th Grade,1,1,1,1,1983,1983,76.3,84.1,85.9
296,North Carolina,Northwest Halifax High,8492 HWY 48,LITTLETON,27850,999999,1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,36.386845,-77.789656,9th Grade,12th Grade,1,1,1,1,468,468,22.2,31.6,14.8
297,North Carolina,Northwest School of the Arts,1415 BEATTIES FORD RD,CHARLOTTE,28216,4549,1-Regular school,1,0,1,4-Eligible for Title I SWP provides no program,35.257129,-80.856677,6th Grade,12th Grade,1,1,1,1,1019,568,72.4,90.7,80.4
298,North Carolina,Northwood High,310 NORTHWOOD HIGH SCHOOL ROAD,PITTSBORO,27312,8410,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.756814,-79.173374,9th Grade,12th Grade,1,1,1,1,1284,1284,57.1,66.9,61.2
299,North Carolina,NRM Early College High School,530 NORTH OLD CARRIAGE ROAD,ROCKY MOUNT,27804,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.977713,-77.898834,9th Grade,13th Grade,1,1,1,1,251,213,68.1,87.5,67.8
300,North Carolina,Ocracoke School,120 SCHOOLHOUSE RD,OCRACOKE,27960,"=""0189""",1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,35.112153,-75.978434,Prekindergarten,12th Grade,1,1,1,1,160,39,88.9,92.9,64.3
301,North Carolina,Olympic High - Biotech Health Pub Admin,4301 SANDY PORTER RD SUITE E,CHARLOTTE,28273,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.158257,-80.952964,9th Grade,12th Grade,1,1,1,1,521,521,52.9,64.0,60.0
302,North Carolina,Olympic TEAM High School,4301 SANDY PORTER RD SUITE A,CHARLOTTE,28273,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.158257,-80.952964,9th Grade,12th Grade,1,1,1,1,150,150,22.4,35.6,39.4
303,North Carolina,Olympic High - Renaissance School,4301 SANDY PORTER RD SUITE D,CHARLOTTE,28273,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.157860,-80.952408,9th Grade,12th Grade,1,1,1,1,548,548,30.1,55.0,41.6
304,North Carolina,Olympic High-Leadership and Development,4301 SANDY PORTER RD SUITE C,CHARLOTTE,28273,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.158257,-80.952964,9th Grade,12th Grade,1,1,1,1,608,608,13.3,29.9,39.5
305,North Carolina,Olympic High-Math Eng Tech Science,4301 SANDY PORTER RD SUITE B,CHARLOTTE,28273,999999,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,35.158257,-80.952964,9th Grade,12th Grade,1,1,1,1,607,607,67.4,73.2,66.3
306,North Carolina,Orange High,500 ORANGE HIGH RD,HILLSBOROUGH,27278,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,36.092870,-79.094704,9th Grade,12th Grade,1,1,1,1,1305,1305,58.5,65.8,62.7
307,North Carolina,Overhills High,2495 RAY ROAD,SPRING LAKE,28390,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.245390,-78.970331,9th Grade,12th Grade,1,1,1,1,1840,1840,48.9,53.4,38.4
308,North Carolina,Owen High,99 LAKE EDEN ROAD,BLACK MOUNTAIN,28711,8706,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.618887,-82.373743,9th Grade,12th Grade,1,1,1,1,779,779,58.7,71.7,54.8
309,North Carolina,Page High,201 ALMA PINNIX DRIVE,GREENSBORO,27405,4398,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.109396,-79.785070,9th Grade,12th Grade,1,1,1,1,2067,2067,59.2,63.8,56.2
310,North Carolina,Paisley IB Magnet School,1400 GRANT AVENUE,WINSTON SALEM,27105,5700,1-Regular school,1,0,1,5-Eligible for Title I SWP provides SWP program,36.113253,-80.260151,6th Grade,10th Grade,0,0,1,1,770,94,87.9,95.0,75.8
311,North Carolina,Pamlico County High,601 MAIN STREET,BAYBORO,28515,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.142568,-76.779219,9th Grade,12th Grade,1,1,1,1,475,475,67.3,58.9,75.0
312,North Carolina,Panther Creek High,6770 MCCRIMMON PARKWAY,CARY,27519,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.830904,-78.889120,9th Grade,12th Grade,1,1,1,1,2893,2893,88.3,89.0,87.1
313,North Carolina,Parkland High,1600 BREWER ROAD,WINSTON SALEM,27127,3857,1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,36.057008,-80.257067,9th Grade,12th Grade,1,1,1,1,1359,1359,29.4,33.5,28.6
314,North Carolina,Parkwood High,3220 PARKWOOD SCHOOL RD,MONROE,28112,7540,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.902136,-80.631876,9th Grade,12th Grade,1,1,1,1,1006,1006,53.4,63.1,68.9
315,North Carolina,Pasquotank County High,1064 NORTHSIDE ROAD,ELIZABETH CITY,27909,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.364359,-76.275388,9th Grade,12th Grade,1,1,1,1,773,773,34.0,50.5,26.2
316,North Carolina,Pender Early College High,100 EAST INDUSTRIAL DRIVE,BURGAW,28425,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.543740,-77.922781,8th Grade,13th Grade,1,1,1,1,226,201,95.0,95.0,95.0
317,North Carolina,Pender High,5380 NC HWY 53 W,BURGAW,28425,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.545859,-78.012328,9th Grade,12th Grade,1,1,1,1,642,610,34.3,40.0,53.4
318,North Carolina,Penn-Griffin Schools,825 WASHINGTON STREET,HIGH POINT,27260,999999,1-Regular school,1,0,1,4-Eligible for Title I SWP provides no program,35.963725,-79.996448,6th Grade,12th Grade,1,1,1,1,697,175,90.9,92.5,95.0
319,North Carolina,Performance Learning Center,1400 N. GRAHAM ST,CHARLOTTE,28206,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.241588,-80.833761,9th Grade,12th Grade,1,1,1,1,152,152,16.9,43.5,27.1
320,North Carolina,Performance Learning Center,133 STONECREST CIRCLE SW,CONCORD,28027,7183,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.364940,-80.594021,9th Grade,12th Grade,1,1,1,1,140,140,16.9,43.5,27.1
321,North Carolina,Perquimans County High,305 EDENTON ROAD ST,HERTFORD,27944,"=""0398""",1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.184421,-76.474364,9th Grade,12th Grade,1,1,1,1,521,521,38.9,55.5,57.0
322,North Carolina,Person High,1010 RIDGE RD,ROXBORO,27573,4514,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.411139,-78.981009,9th Grade,12th Grade,1,1,1,1,1351,1351,41.2,43.8,50.8
323,North Carolina,Philip J Weaver Ed Center,300 SOUTH SPRING STREET,GREENSBORO,27401,2343,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,36.070205,-79.798371,9th Grade,12th Grade,1,1,1,1,268,268,88.6,95.0,90.5
324,North Carolina,Phillip O Berry Academy of Technology,1430 ALLEGHANY ST,CHARLOTTE,28208,999999,1-Regular school,1,0,1,4-Eligible for Title I SWP provides no program,35.239231,-80.891683,9th Grade,12th Grade,1,1,1,1,1714,1714,70.2,80.5,76.9
